country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Belgium,BE,BEL,11455519,2020-04-07T00:00:00.0000000,5715,1276,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-07T00:00:00.0000000,213,26,External_Github
Czechia,CZ,CZE,10649800,2020-04-07T00:00:00.0000000,412,100,Country_Website
Denmark,DK,DNK,5806081,2020-04-07T00:00:00.0000000,472,127,Country_Website
Estonia,EE,EST,1324820,2020-04-07T00:00:00.0000000,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-07T00:00:00.0000000,140,,Country_API
Finland,FI,FIN,5517919,2020-04-07T00:00:00.0000000,231,83,External_Github
France,FR,FRA,67012883,2020-04-07T00:00:00.0000000,29871,7004,Country_Website
Iceland,IS,ISL,356991,2020-04-07T00:00:00.0000000,43,12,Country_Website
Ireland,IE,IRL,4904240,2020-04-07T00:00:00.0000000,828,143,Country_Website
Italy,IT,ITA,60359546,2020-04-07T00:00:00.0000000,32510,3792,Country_Github
Latvia,LV,LVA,1919968,2020-04-07T00:00:00.0000000,41,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-07T00:00:00.0000000,200,41,Country_Website
Malta,MT,MLT,493559,2020-04-07T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-07T00:00:00.0000000,,1316,Other Website
Norway,NO,NOR,5328212,2020-04-07T00:00:00.0000000,277,,Country_API
Portugal,PT,PRT,10276617,2020-04-07T00:00:00.0000000,1180,271,Country_Website
Romania,RO,ROU,19414458,2020-04-07T00:00:00.0000000,,274,Country_Website
Slovenia,SI,SVN,2080908,2020-04-07T00:00:00.0000000,109,32,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-07T00:00:00.0000000,18957,,Country_Website
Belgium,BE,BEL,11455519,2020-04-06T00:00:00.0000000,5759,1260,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-06T00:00:00.0000000,210,26,External_Github
Czechia,CZ,CZE,10649800,2020-04-06T00:00:00.0000000,394,88,Country_Website
Denmark,DK,DNK,5806081,2020-04-06T00:00:00.0000000,497,133,Country_Website
Estonia,EE,EST,1324820,2020-04-06T00:00:00.0000000,,12,Surveillance
Estonia,EE,EST,1324820,2020-04-06T00:00:00.0000000,132,,Country_API
Finland,FI,FIN,5517919,2020-04-06T00:00:00.0000000,228,81,External_Github
France,FR,FRA,67012883,2020-04-06T00:00:00.0000000,29569,6948,Country_Website
Iceland,IS,ISL,356991,2020-04-06T00:00:00.0000000,38,13,Country_Website
Ireland,IE,IRL,4904240,2020-04-06T00:00:00.0000000,829,144,Country_Website
Italy,IT,ITA,60359546,2020-04-06T00:00:00.0000000,32874,3898,Country_Github
Latvia,LV,LVA,1919968,2020-04-06T00:00:00.0000000,44,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-06T00:00:00.0000000,201,41,Country_Website
Malta,MT,MLT,493559,2020-04-06T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-06T00:00:00.0000000,,1314,Other Website
Norway,NO,NOR,5328212,2020-04-06T00:00:00.0000000,314,,Country_API
Portugal,PT,PRT,10276617,2020-04-06T00:00:00.0000000,1099,270,Country_Website
Romania,RO,ROU,19414458,2020-04-06T00:00:00.0000000,,179,Country_Website
Slovenia,SI,SVN,2080908,2020-04-06T00:00:00.0000000,112,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-06T00:00:00.0000000,18256,,Country_Website
Belgium,BE,BEL,11455519,2020-04-05T00:00:00.0000000,5620,1267,Country_Website
Czechia,CZ,CZE,10649800,2020-04-05T00:00:00.0000000,370,82,Country_Website
Denmark,DK,DNK,5806081,2020-04-05T00:00:00.0000000,498,138,Country_Website
Estonia,EE,EST,1324820,2020-04-05T00:00:00.0000000,,14,Surveillance
Estonia,EE,EST,1324820,2020-04-05T00:00:00.0000000,135,,Country_API
Finland,FI,FIN,5517919,2020-04-05T00:00:00.0000000,209,76,External_Github
France,FR,FRA,67012883,2020-04-05T00:00:00.0000000,28747,6859,Country_Website
Iceland,IS,ISL,356991,2020-04-05T00:00:00.0000000,36,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-05T00:00:00.0000000,702,139,Country_Website
Italy,IT,ITA,60359546,2020-04-05T00:00:00.0000000,32926,3977,Country_Github
Latvia,LV,LVA,1919968,2020-04-05T00:00:00.0000000,36,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-05T00:00:00.0000000,203,43,Country_Website
Malta,MT,MLT,493559,2020-04-05T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-05T00:00:00.0000000,,1306,Other Website
Norway,NO,NOR,5328212,2020-04-05T00:00:00.0000000,310,,Country_API
Portugal,PT,PRT,10276617,2020-04-05T00:00:00.0000000,1084,267,Country_Website
Romania,RO,ROU,19414458,2020-04-05T00:00:00.0000000,,141,Country_Website
Slovenia,SI,SVN,2080908,2020-04-05T00:00:00.0000000,110,31,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-05T00:00:00.0000000,17779,,Country_Website
Belgium,BE,BEL,11455519,2020-04-04T00:00:00.0000000,5531,1261,Country_Website
Czechia,CZ,CZE,10649800,2020-04-04T00:00:00.0000000,365,85,Country_Website
Denmark,DK,DNK,5806081,2020-04-04T00:00:00.0000000,503,138,Country_Website
Estonia,EE,EST,1324820,2020-04-04T00:00:00.0000000,134,,Country_API
Estonia,EE,EST,1324820,2020-04-04T00:00:00.0000000,,17,Surveillance
Finland,FI,FIN,5517919,2020-04-04T00:00:00.0000000,187,73,External_Github
France,FR,FRA,67012883,2020-04-04T00:00:00.0000000,28003,6723,Country_Website
Iceland,IS,ISL,356991,2020-04-04T00:00:00.0000000,37,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-04T00:00:00.0000000,738,140,Country_Website
Italy,IT,ITA,60359546,2020-04-04T00:00:00.0000000,33004,3994,Country_Github
Latvia,LV,LVA,1919968,2020-04-04T00:00:00.0000000,29,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-04T00:00:00.0000000,216,43,Country_Website
Malta,MT,MLT,493559,2020-04-04T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-04T00:00:00.0000000,,1282,Other Website
Norway,NO,NOR,5328212,2020-04-04T00:00:00.0000000,306,,Country_API
Portugal,PT,PRT,10276617,2020-04-04T00:00:00.0000000,1075,251,Country_Website
Slovenia,SI,SVN,2080908,2020-04-04T00:00:00.0000000,109,32,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-04T00:00:00.0000000,16587,,Country_Website
Belgium,BE,BEL,11455519,2020-04-03T00:00:00.0000000,5513,1245,Country_Website
Czechia,CZ,CZE,10649800,2020-04-03T00:00:00.0000000,376,88,Country_Website
Denmark,DK,DNK,5806081,2020-04-03T00:00:00.0000000,516,139,Country_Website
Estonia,EE,EST,1324820,2020-04-03T00:00:00.0000000,,20,Surveillance
Estonia,EE,EST,1324820,2020-04-03T00:00:00.0000000,118,,Country_API
Finland,FI,FIN,5517919,2020-04-03T00:00:00.0000000,180,72,External_Github
France,FR,FRA,67012883,2020-04-03T00:00:00.0000000,27302,6556,Country_Website
Iceland,IS,ISL,356991,2020-04-03T00:00:00.0000000,41,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-03T00:00:00.0000000,704,137,Country_Website
Italy,IT,ITA,60359546,2020-04-03T00:00:00.0000000,32809,4068,Country_Github
Latvia,LV,LVA,1919968,2020-04-03T00:00:00.0000000,31,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-03T00:00:00.0000000,212,45,Country_Website
Malta,MT,MLT,493559,2020-04-03T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-03T00:00:00.0000000,,1278,Other Website
Norway,NO,NOR,5328212,2020-04-03T00:00:00.0000000,318,,Country_API
Portugal,PT,PRT,10276617,2020-04-03T00:00:00.0000000,1058,245,Country_Website
Romania,RO,ROU,19414458,2020-04-03T00:00:00.0000000,,83,Country_Website
Slovenia,SI,SVN,2080908,2020-04-03T00:00:00.0000000,114,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-03T00:00:00.0000000,14729,,Country_Website
Austria,AT,AUT,8858775,2020-04-02T00:00:00.0000000,1057,,Surveillance
Belgium,BE,BEL,11455519,2020-04-02T00:00:00.0000000,5383,1205,Country_Website
Czechia,CZ,CZE,10649800,2020-04-02T00:00:00.0000000,351,78,Country_Website
Denmark,DK,DNK,5806081,2020-04-02T00:00:00.0000000,531,146,Country_Website
Estonia,EE,EST,1324820,2020-04-02T00:00:00.0000000,97,,Country_API
Estonia,EE,EST,1324820,2020-04-02T00:00:00.0000000,,16,Surveillance
Finland,FI,FIN,5517919,2020-04-02T00:00:00.0000000,160,65,External_Github
France,FR,FRA,67012883,2020-04-02T00:00:00.0000000,26131,6305,Country_Website
Iceland,IS,ISL,356991,2020-04-02T00:00:00.0000000,44,12,Country_Website
Ireland,IE,IRL,4904240,2020-04-02T00:00:00.0000000,655,132,Country_Website
Italy,IT,ITA,60359546,2020-04-02T00:00:00.0000000,32593,4053,Country_Github
Latvia,LV,LVA,1919968,2020-04-02T00:00:00.0000000,29,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-02T00:00:00.0000000,211,40,Country_Website
Malta,MT,MLT,493559,2020-04-02T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-02T00:00:00.0000000,,1251,Other Website
Norway,NO,NOR,5328212,2020-04-02T00:00:00.0000000,318,,Country_API
Portugal,PT,PRT,10276617,2020-04-02T00:00:00.0000000,1042,240,Country_Website
Romania,RO,ROU,19414458,2020-04-02T00:00:00.0000000,,78,Country_Website
Slovenia,SI,SVN,2080908,2020-04-02T00:00:00.0000000,108,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-02T00:00:00.0000000,13255,,Country_Website
Belgium,BE,BEL,11455519,2020-04-01T00:00:00.0000000,5220,1144,Country_Website
Czechia,CZ,CZE,10649800,2020-04-01T00:00:00.0000000,344,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-01T00:00:00.0000000,535,146,Country_Website
Estonia,EE,EST,1324820,2020-04-01T00:00:00.0000000,93,,Country_API
Estonia,EE,EST,1324820,2020-04-01T00:00:00.0000000,,16,Surveillance
Finland,FI,FIN,5517919,2020-04-01T00:00:00.0000000,159,62,External_Github
France,FR,FRA,67012883,2020-04-01T00:00:00.0000000,24543,5940,Country_Website
Iceland,IS,ISL,356991,2020-04-01T00:00:00.0000000,43,14,Country_Website
Ireland,IE,IRL,4904240,2020-04-01T00:00:00.0000000,656,128,Country_Website
Italy,IT,ITA,60359546,2020-04-01T00:00:00.0000000,32438,4035,Country_Github
Latvia,LV,LVA,1919968,2020-04-01T00:00:00.0000000,28,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-01T00:00:00.0000000,187,33,Country_Website
Malta,MT,MLT,493559,2020-04-01T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-01T00:00:00.0000000,,1210,Other Website
Norway,NO,NOR,5328212,2020-04-01T00:00:00.0000000,325,,Country_API
Portugal,PT,PRT,10276617,2020-04-01T00:00:00.0000000,726,230,Country_Website
Slovenia,SI,SVN,2080908,2020-04-01T00:00:00.0000000,109,31,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-01T00:00:00.0000000,13108,,Country_Website
Belgium,BE,BEL,11455519,2020-03-31T00:00:00.0000000,4989,1088,Country_Website
Czechia,CZ,CZE,10649800,2020-03-31T00:00:00.0000000,320,72,Country_Website
Denmark,DK,DNK,5806081,2020-03-31T00:00:00.0000000,529,145,Country_Website
Estonia,EE,EST,1324820,2020-03-31T00:00:00.0000000,,15,Surveillance
Estonia,EE,EST,1324820,2020-03-31T00:00:00.0000000,102,,Country_API
Finland,FI,FIN,5517919,2020-03-31T00:00:00.0000000,137,56,External_Github
France,FR,FRA,67012883,2020-03-31T00:00:00.0000000,22672,5496,Country_Website
Iceland,IS,ISL,356991,2020-03-31T00:00:00.0000000,40,13,Country_Website
Ireland,IE,IRL,4904240,2020-03-31T00:00:00.0000000,596,120,Country_Website
Italy,IT,ITA,60359546,2020-03-31T00:00:00.0000000,32215,4023,Country_Github
Latvia,LV,LVA,1919968,2020-03-31T00:00:00.0000000,27,,Surveillance
Luxembourg,LU,LUX,613894,2020-03-31T00:00:00.0000000,185,32,Country_Website
Malta,MT,MLT,493559,2020-03-31T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-03-31T00:00:00.0000000,,1193,Other Website
Norway,NO,NOR,5328212,2020-03-31T00:00:00.0000000,317,,Country_API
Portugal,PT,PRT,10276617,2020-03-31T00:00:00.0000000,627,188,Country_Website
Romania,RO,ROU,19414458,2020-03-31T00:00:00.0000000,,62,Country_Website
Slovenia,SI,SVN,2080908,2020-03-31T00:00:00.0000000,110,28,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-31T00:00:00.0000000,12205,,Country_Website
Belgium,BE,BEL,11455519,2020-03-30T00:00:00.0000000,4897,1021,Country_Website
Czechia,CZ,CZE,10649800,2020-03-30T00:00:00.0000000,293,66,Country_Website
Denmark,DK,DNK,5806081,2020-03-30T00:00:00.0000000,533,137,Country_Website
Estonia,EE,EST,1324820,2020-03-30T00:00:00.0000000,95,,Country_API
Estonia,EE,EST,1324820,2020-03-30T00:00:00.0000000,,13,Surveillance
Finland,FI,FIN,5517919,2020-03-30T00:00:00.0000000,143,49,External_Github
France,FR,FRA,67012883,2020-03-30T00:00:00.0000000,20946,5056,Country_Website
Iceland,IS,ISL,356991,2020-03-30T00:00:00.0000000,37,11,Country_Website
Ireland,IE,IRL,4904240,2020-03-30T00:00:00.0000000,571,107,Country_Website
Italy,IT,ITA,60359546,2020-03-30T00:00:00.0000000,31776,3981,Country_Github
Latvia,LV,LVA,1919968,2020-03-30T00:00:00.0000000,28,,Surveillance
Luxembourg,LU,LUX,613894,2020-03-30T00:00:00.0000000,180,30,Country_Website
Malta,MT,MLT,493559,2020-03-30T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-03-30T00:00:00.0000000,,1128,Other Website
Norway,NO,NOR,5328212,2020-03-30T00:00:00.0000000,321,,Country_API
Portugal,PT,PRT,10276617,2020-03-30T00:00:00.0000000,571,164,Country_Website
Romania,RO,ROU,19414458,2020-03-30T00:00:00.0000000,,53,Country_Website
Slovenia,SI,SVN,2080908,2020-03-30T00:00:00.0000000,117,29,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-30T00:00:00.0000000,10732,,Country_Website
Belgium,BE,BEL,11455519,2020-03-29T00:00:00.0000000,4480,942,Country_Website
Czechia,CZ,CZE,10649800,2020-03-29T00:00:00.0000000,282,53,Country_Website
Denmark,DK,DNK,5806081,2020-03-29T00:00:00.0000000,499,131,Country_Website
Estonia,EE,EST,1324820,2020-03-29T00:00:00.0000000,88,,Country_API
Estonia,EE,EST,1324820,2020-03-29T00:00:00.0000000,,13,Surveillance
Finland,FI,FIN,5517919,2020-03-29T00:00:00.0000000,134,41,External_Github
France,FR,FRA,67012883,2020-03-29T00:00:00.0000000,19311,4592,Country_Website
Iceland,IS,ISL,356991,2020-03-29T00:00:00.0000000,30,10,Country_Website
Ireland,IE,IRL,4904240,2020-03-29T00:00:00.0000000,513,96,Country_Website
Italy,IT,ITA,60359546,2020-03-29T00:00:00.0000000,31292,3906,Country_Github
Luxembourg,LU,LUX,613894,2020-03-29T00:00:00.0000000,187,27,Country_Website
Malta,MT,MLT,493559,2020-03-29T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-03-29T00:00:00.0000000,,1040,Other Website
Norway,NO,NOR,5328212,2020-03-29T00:00:00.0000000,317,,Country_API
Portugal,PT,PRT,10276617,2020-03-29T00:00:00.0000000,486,138,Country_Website
Romania,RO,ROU,19414458,2020-03-29T00:00:00.0000000,,38,Country_Website
Slovenia,SI,SVN,2080908,2020-03-29T00:00:00.0000000,108,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-29T00:00:00.0000000,9237,,Country_Website
Belgium,BE,BEL,11455519,2020-03-28T00:00:00.0000000,4089,867,Country_Website
Czechia,CZ,CZE,10649800,2020-03-28T00:00:00.0000000,271,57,Country_Website
Denmark,DK,DNK,5806081,2020-03-28T00:00:00.0000000,459,121,Country_Website
Estonia,EE,EST,1324820,2020-03-28T00:00:00.0000000,72,,Country_API
Estonia,EE,EST,1324820,2020-03-28T00:00:00.0000000,,10,Surveillance
Finland,FI,FIN,5517919,2020-03-28T00:00:00.0000000,112,31,External_Github
France,FR,FRA,67012883,2020-03-28T00:00:00.0000000,17580,4236,Country_Website
Iceland,IS,ISL,356991,2020-03-28T00:00:00.0000000,26,7,Country_Website
Ireland,IE,IRL,4904240,2020-03-28T00:00:00.0000000,442,80,Country_Website
Italy,IT,ITA,60359546,2020-03-28T00:00:00.0000000,30532,3856,Country_Github
Luxembourg,LU,LUX,613894,2020-03-28T00:00:00.0000000,181,29,Country_Website
Malta,MT,MLT,493559,2020-03-28T00:00:00.0000000,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-03-28T00:00:00.0000000,,993,Other Website
Norway,NO,NOR,5328212,2020-03-28T00:00:00.0000000,291,,Country_API
Portugal,PT,PRT,10276617,2020-03-28T00:00:00.0000000,418,89,Country_Website
Romania,RO,ROU,19414458,2020-03-28T00:00:00.0000000,,34,Country_Website
Slovenia,SI,SVN,2080908,2020-03-28T00:00:00.0000000,102,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-28T00:00:00.0000000,8019,,Country_Website
Belgium,BE,BEL,11455519,2020-03-27T00:00:00.0000000,3650,789,Country_Website
Czechia,CZ,CZE,10649800,2020-03-27T00:00:00.0000000,237,48,Country_Website
Denmark,DK,DNK,5806081,2020-03-27T00:00:00.0000000,430,109,Country_Website
Estonia,EE,EST,1324820,2020-03-27T00:00:00.0000000,,10,Surveillance
Estonia,EE,EST,1324820,2020-03-27T00:00:00.0000000,59,,Country_API
Finland,FI,FIN,5517919,2020-03-27T00:00:00.0000000,108,32,External_Github
France,FR,FRA,67012883,2020-03-27T00:00:00.0000000,15701,3758,Country_Website
Iceland,IS,ISL,356991,2020-03-27T00:00:00.0000000,20,6,Country_Website
Ireland,IE,IRL,4904240,2020-03-27T00:00:00.0000000,380,68,Country_Website
Italy,IT,ITA,60359546,2020-03-27T00:00:00.0000000,29761,3732,Country_Github
Luxembourg,LU,LUX,613894,2020-03-27T00:00:00.0000000,154,26,Country_Website
Malta,MT,MLT,493559,2020-03-27T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-03-27T00:00:00.0000000,,928,Other Website
Norway,NO,NOR,5328212,2020-03-27T00:00:00.0000000,303,,Country_API
Portugal,PT,PRT,10276617,2020-03-27T00:00:00.0000000,354,71,Country_Website
Slovenia,SI,SVN,2080908,2020-03-27T00:00:00.0000000,102,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-27T00:00:00.0000000,7043,,Country_Website
Belgium,BE,BEL,11455519,2020-03-26T00:00:00.0000000,3077,690,Country_Website
Czechia,CZ,CZE,10649800,2020-03-26T00:00:00.0000000,205,38,Country_Website
Denmark,DK,DNK,5806081,2020-03-26T00:00:00.0000000,386,94,Country_Website
Estonia,EE,EST,1324820,2020-03-26T00:00:00.0000000,,7,Surveillance
Estonia,EE,EST,1324820,2020-03-26T00:00:00.0000000,52,,Country_API
Finland,FI,FIN,5517919,2020-03-26T00:00:00.0000000,96,24,External_Github
France,FR,FRA,67012883,2020-03-26T00:00:00.0000000,13879,3351,Country_Website
Iceland,IS,ISL,356991,2020-03-26T00:00:00.0000000,20,6,Country_Website
Ireland,IE,IRL,4904240,2020-03-26T00:00:00.0000000,331,,Country_Website
Italy,IT,ITA,60359546,2020-03-26T00:00:00.0000000,28365,3612,Country_Github
Luxembourg,LU,LUX,613894,2020-03-26T00:00:00.0000000,146,26,Country_Website
Malta,MT,MLT,493559,2020-03-26T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-03-26T00:00:00.0000000,,840,Other Website
Norway,NO,NOR,5328212,2020-03-26T00:00:00.0000000,266,,Country_API
Portugal,PT,PRT,10276617,2020-03-26T00:00:00.0000000,191,61,Country_Website
Romania,RO,ROU,19414458,2020-03-26T00:00:00.0000000,,29,Country_Website
Slovenia,SI,SVN,2080908,2020-03-26T00:00:00.0000000,81,16,Country_Github
Belgium,BE,BEL,11455519,2020-03-25T00:00:00.0000000,2721,612,Country_Website
Czechia,CZ,CZE,10649800,2020-03-25T00:00:00.0000000,174,36,Country_Website
Denmark,DK,DNK,5806081,2020-03-25T00:00:00.0000000,350,87,Country_Website
Estonia,EE,EST,1324820,2020-03-25T00:00:00.0000000,,7,Surveillance
Estonia,EE,EST,1324820,2020-03-25T00:00:00.0000000,47,,Country_API
Finland,FI,FIN,5517919,2020-03-25T00:00:00.0000000,82,22,External_Github
France,FR,FRA,67012883,2020-03-25T00:00:00.0000000,12072,2935,Country_Website
Iceland,IS,ISL,356991,2020-03-25T00:00:00.0000000,18,3,Country_Website
Ireland,IE,IRL,4904240,2020-03-25T00:00:00.0000000,290,,Country_Website
Italy,IT,ITA,60359546,2020-03-25T00:00:00.0000000,26601,3489,Country_Github
Luxembourg,LU,LUX,613894,2020-03-25T00:00:00.0000000,149,21,Country_Website
Malta,MT,MLT,493559,2020-03-25T00:00:00.0000000,,0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-25T00:00:00.0000000,,754,Other Website
Norway,NO,NOR,5328212,2020-03-25T00:00:00.0000000,237,,Country_API
Portugal,PT,PRT,10276617,2020-03-25T00:00:00.0000000,276,61,Country_Website
Romania,RO,ROU,19414458,2020-03-25T00:00:00.0000000,,18,Country_Website
Slovenia,SI,SVN,2080908,2020-03-25T00:00:00.0000000,78,14,Country_Github
Belgium,BE,BEL,11455519,2020-03-24T00:00:00.0000000,2140,474,Country_Website
Czechia,CZ,CZE,10649800,2020-03-24T00:00:00.0000000,135,26,Country_Website
Denmark,DK,DNK,5806081,2020-03-24T00:00:00.0000000,301,69,Country_Website
Estonia,EE,EST,1324820,2020-03-24T00:00:00.0000000,40,,Country_API
Estonia,EE,EST,1324820,2020-03-24T00:00:00.0000000,,7,Surveillance
France,FR,FRA,67012883,2020-03-24T00:00:00.0000000,10176,2516,Country_Website
Iceland,IS,ISL,356991,2020-03-24T00:00:00.0000000,17,2,Country_Website
Ireland,IE,IRL,4904240,2020-03-24T00:00:00.0000000,239,,Country_Website
Italy,IT,ITA,60359546,2020-03-24T00:00:00.0000000,25333,3396,Country_Github
Luxembourg,LU,LUX,613894,2020-03-24T00:00:00.0000000,106,9,Country_Website
Malta,MT,MLT,493559,2020-03-24T00:00:00.0000000,,0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-24T00:00:00.0000000,,655,Other Website
Norway,NO,NOR,5328212,2020-03-24T00:00:00.0000000,212,,Country_API
Portugal,PT,PRT,10276617,2020-03-24T00:00:00.0000000,203,48,Country_Website
Romania,RO,ROU,19414458,2020-03-24T00:00:00.0000000,,16,Country_Website
Slovenia,SI,SVN,2080908,2020-03-24T00:00:00.0000000,69,11,Country_Github
Belgium,BE,BEL,11455519,2020-03-23T00:00:00.0000000,1883,385,Country_Website
Czechia,CZ,CZE,10649800,2020-03-23T00:00:00.0000000,117,22,Country_Website
Denmark,DK,DNK,5806081,2020-03-23T00:00:00.0000000,254,55,Country_Website
Estonia,EE,EST,1324820,2020-03-23T00:00:00.0000000,,7,Surveillance
Estonia,EE,EST,1324820,2020-03-23T00:00:00.0000000,36,,Country_API
France,FR,FRA,67012883,2020-03-23T00:00:00.0000000,8673,2080,Country_Website
Iceland,IS,ISL,356991,2020-03-23T00:00:00.0000000,13,2,Country_Website
Ireland,IE,IRL,4904240,2020-03-23T00:00:00.0000000,218,,Country_Website
Italy,IT,ITA,60359546,2020-03-23T00:00:00.0000000,23896,3204,Country_Github
Luxembourg,LU,LUX,613894,2020-03-23T00:00:00.0000000,78,7,Country_Website
Malta,MT,MLT,493559,2020-03-23T00:00:00.0000000,,0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-23T00:00:00.0000000,,575,Other Website
